election,election_date,precinct_code,precinct_name,contest,choice,votes,vote_pct,row_type
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Lib Don Kissick,24,3.88%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In: Tariq Shabazz,1,0.16%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In: (Invalid),1,0.16%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In: Stephen Faris,0,0.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In: David Allen Pastorius,0,0.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In: Nathan Russell,0,0.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Write-In Totals,2,0.32%,tally
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Undervotes,12,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For U.S. Senator,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Representative to Congress (4th District),Rep Jim Jordan,353,57.49%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Representative to Congress (4th District),Dem Tamie Wilson,261,42.51%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Representative to Congress (4th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Representative to Congress (4th District),Undervotes,16,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Representative to Congress (4th District),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Senator (12th District),Rep Susan Manchester,420,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For State Senator (12th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Senator (12th District),Undervotes,210,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Senator (12th District),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Representative (78th District),Rep Matt Huffman,444,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For State Representative (78th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Representative (78th District),Undervotes,186,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For State Representative (78th District),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Appeals (2-9-25) (3rd District),Rep John R. Willamowski,440,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Appeals (2-9-25) (3rd District),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Appeals (2-9-25) (3rd District),Undervotes,190,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Appeals (2-9-25) (3rd District),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-2-25),Rep Cory Noonan,434,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-2-25),Undervotes,196,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-2-25),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-3-25),Rep Beth Seibert,431,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-3-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-3-25),Undervotes,199,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Commissioner (1-3-25),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Prosecuting Attorney,Rep Destiny Caldwell,422,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Prosecuting Attorney,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Prosecuting Attorney,Undervotes,208,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Prosecuting Attorney,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Clerk of the Court of Common Pleas,Rep Jennifer McBride,427,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Clerk of the Court of Common Pleas,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Clerk of the Court of Common Pleas,Undervotes,203,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Clerk of the Court of Common Pleas,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Sheriff,Rep Matthew B. Treglia,448,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Sheriff,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Sheriff,Undervotes,182,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Sheriff,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Recorder,Rep Mona S. Losh,430,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For County Recorder,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Recorder,Undervotes,200,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Recorder,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Treasurer,Rep Krista Bohn,423,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For County Treasurer,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Treasurer,Undervotes,207,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Treasurer,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Engineer,Rep Brion Rhodes,426,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For County Engineer,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Engineer,Undervotes,204,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For County Engineer,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Coroner,Rep John T. Meyer,433,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Coroner,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Coroner,Undervotes,197,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Coroner,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Member of State Board of Education (1st District),Kristie Reighard,410,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Member of State Board of Education (1st District),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Member of State Board of Education (1st District),Undervotes,220,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Member of State Board of Education (1st District),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Common Pleas (1-1-25),Rep Terri L. Kohlrieser,433,100.00%,choice
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Common Pleas (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Common Pleas (1-1-25),Undervotes,197,,tally
2024 General Election,2024-11-05,0010,Lima 2C,For Judge of the Court of Common Pleas (1-1-25),Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,State Issue 1,NO,366,59.71%,choice
2024 General Election,2024-11-05,0010,Lima 2C,State Issue 1,YES,247,40.29%,choice
2024 General Election,2024-11-05,0010,Lima 2C,State Issue 1,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,State Issue 1,Undervotes,17,,tally
2024 General Election,2024-11-05,0010,Lima 2C,State Issue 1,Contest Totals,630,,tally
2024 General Election,2024-11-05,0010,Lima 2C,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,For the Tax Levy,411,67.27%,choice
2024 General Election,2024-11-05,0010,Lima 2C,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Against the Tax Levy,200,32.73%,choice
2024 General Election,2024-11-05,0010,Lima 2C,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Overvotes,0,,tally
2024 General Election,2024-11-05,0010,Lima 2C,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Undervotes,19,,tally
2024 General Election,2024-11-05,0010,Lima 2C,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Contest Totals,630,,tally
2024 General Election,2024-11-05,0011,Lima 3A,STATISTICS,Ballots Cast - Total,361,,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Rep Donald J. Trump,178,49.86%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Dem Kamala D. Harris,170,47.62%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Candidate Withdrawn,5,1.40%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Npc Richard Duncan,2,0.56%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Lib Chase Oliver,1,0.28%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In: (Invalid),1,0.28%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Opc Peter Sonski,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In: Shiva Ayyadurai / Crystal,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In: Cornel West / Melina,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In: Christ Garrity / Cody,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In: William Nalbach / Willis,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Write-In Totals,1,0.28%,tally
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Overvotes,3,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Undervotes,1,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For President and Vice President,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-1-25),Rep Megan E. Shanahan,164,51.74%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-1-25),Dem Michael P. Donnelly,153,48.26%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-1-25),Undervotes,44,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-1-25),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-2-25),Rep Joseph T. Deters,167,50.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-2-25),Dem Melody J. Stewart,167,50.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-2-25),Undervotes,27,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (1-2-25),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (UTE 12-31-26),Dem Lisa Forbes,173,52.58%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (UTE 12-31-26),Rep Daniel R. Hawkins,156,47.42%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (UTE 12-31-26),Overvotes,1,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (UTE 12-31-26),Undervotes,31,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Justice of the Supreme Court (UTE 12-31-26),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Dem Sherrod Brown,174,49.29%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Rep Bernie Moreno,151,42.78%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Lib Don Kissick,28,7.93%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In: Stephen Faris,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In: David Allen Pastorius,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In: Nathan Russell,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In: Tariq Shabazz,0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In: (Invalid),0,0.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Write-In Totals,0,0.00%,tally
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Undervotes,8,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For U.S. Senator,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Representative to Congress (4th District),Dem Tamie Wilson,188,54.02%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Representative to Congress (4th District),Rep Jim Jordan,160,45.98%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Representative to Congress (4th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Representative to Congress (4th District),Undervotes,13,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Representative to Congress (4th District),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Senator (12th District),Rep Susan Manchester,221,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For State Senator (12th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Senator (12th District),Undervotes,140,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Senator (12th District),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Representative (78th District),Rep Matt Huffman,225,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For State Representative (78th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Representative (78th District),Undervotes,136,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For State Representative (78th District),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Appeals (2-9-25) (3rd District),Rep John R. Willamowski,228,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Appeals (2-9-25) (3rd District),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Appeals (2-9-25) (3rd District),Undervotes,133,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Appeals (2-9-25) (3rd District),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-2-25),Rep Cory Noonan,223,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-2-25),Undervotes,138,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-2-25),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-3-25),Rep Beth Seibert,217,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-3-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-3-25),Undervotes,144,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Commissioner (1-3-25),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Prosecuting Attorney,Rep Destiny Caldwell,223,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Prosecuting Attorney,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Prosecuting Attorney,Undervotes,138,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Prosecuting Attorney,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Clerk of the Court of Common Pleas,Rep Jennifer McBride,222,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Clerk of the Court of Common Pleas,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Clerk of the Court of Common Pleas,Undervotes,139,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Clerk of the Court of Common Pleas,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Sheriff,Rep Matthew B. Treglia,228,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Sheriff,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Sheriff,Undervotes,133,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Sheriff,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Recorder,Rep Mona S. Losh,225,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For County Recorder,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Recorder,Undervotes,136,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Recorder,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Treasurer,Rep Krista Bohn,220,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For County Treasurer,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Treasurer,Undervotes,141,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Treasurer,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Engineer,Rep Brion Rhodes,222,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For County Engineer,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Engineer,Undervotes,139,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For County Engineer,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Coroner,Rep John T. Meyer,224,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Coroner,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Coroner,Undervotes,137,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Coroner,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Member of State Board of Education (1st District),Kristie Reighard,213,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Member of State Board of Education (1st District),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Member of State Board of Education (1st District),Undervotes,148,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Member of State Board of Education (1st District),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Common Pleas (1-1-25),Rep Terri L. Kohlrieser,226,100.00%,choice
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Common Pleas (1-1-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Common Pleas (1-1-25),Undervotes,135,,tally
2024 General Election,2024-11-05,0011,Lima 3A,For Judge of the Court of Common Pleas (1-1-25),Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,State Issue 1,NO,184,52.87%,choice
2024 General Election,2024-11-05,0011,Lima 3A,State Issue 1,YES,164,47.13%,choice
2024 General Election,2024-11-05,0011,Lima 3A,State Issue 1,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,State Issue 1,Undervotes,13,,tally
2024 General Election,2024-11-05,0011,Lima 3A,State Issue 1,Contest Totals,361,,tally
2024 General Election,2024-11-05,0011,Lima 3A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,For the Tax Levy,255,74.78%,choice
2024 General Election,2024-11-05,0011,Lima 3A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Against the Tax Levy,86,25.22%,choice
2024 General Election,2024-11-05,0011,Lima 3A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Overvotes,0,,tally
2024 General Election,2024-11-05,0011,Lima 3A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Undervotes,20,,tally
2024 General Election,2024-11-05,0011,Lima 3A,Proposed Tax Levy (Renewal) - Mental Health & Recovery Services Board,Contest Totals,361,,tally
2024 General Election,2024-11-05,0012,Lima 3B,STATISTICS,Ballots Cast - Total,385,,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Dem Kamala D. Harris,198,52.24%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Rep Donald J. Trump,176,46.44%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Lib Chase Oliver,2,0.53%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Opc Peter Sonski,1,0.26%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In: (Invalid),1,0.26%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Npc Richard Duncan,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Candidate Withdrawn,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In: Shiva Ayyadurai / Crystal,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In: Cornel West / Melina,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In: Christ Garrity / Cody,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In: William Nalbach / Willis,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Write-In Totals,2,0.53%,tally
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Overvotes,4,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Undervotes,2,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For President and Vice President,Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-1-25),Dem Michael P. Donnelly,184,56.27%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-1-25),Rep Megan E. Shanahan,143,43.73%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-1-25),Overvotes,1,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-1-25),Undervotes,57,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-1-25),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-2-25),Dem Melody J. Stewart,197,57.27%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-2-25),Rep Joseph T. Deters,147,42.73%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-2-25),Overvotes,0,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-2-25),Undervotes,41,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (1-2-25),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (UTE 12-31-26),Dem Lisa Forbes,186,56.02%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (UTE 12-31-26),Rep Daniel R. Hawkins,146,43.98%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (UTE 12-31-26),Overvotes,1,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (UTE 12-31-26),Undervotes,52,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Justice of the Supreme Court (UTE 12-31-26),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Dem Sherrod Brown,201,54.77%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Rep Bernie Moreno,148,40.33%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Lib Don Kissick,16,4.36%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In: Tariq Shabazz,1,0.27%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In: (Invalid),1,0.27%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In: Stephen Faris,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In: David Allen Pastorius,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In: Nathan Russell,0,0.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Write-In Totals,2,0.54%,tally
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Not Assigned,0,0.00%,tally
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Overvotes,0,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Undervotes,18,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For U.S. Senator,Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Representative to Congress (4th District),Dem Tamie Wilson,200,54.79%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Representative to Congress (4th District),Rep Jim Jordan,165,45.21%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Representative to Congress (4th District),Overvotes,1,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Representative to Congress (4th District),Undervotes,19,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Representative to Congress (4th District),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Senator (12th District),Rep Susan Manchester,207,100.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For State Senator (12th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Senator (12th District),Undervotes,178,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Senator (12th District),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Representative (78th District),Rep Matt Huffman,217,100.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For State Representative (78th District),Overvotes,0,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Representative (78th District),Undervotes,168,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For State Representative (78th District),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Judge of the Court of Appeals (2-9-25) (3rd District),Rep John R. Willamowski,211,100.00%,choice
2024 General Election,2024-11-05,0012,Lima 3B,For Judge of the Court of Appeals (2-9-25) (3rd District),Overvotes,0,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Judge of the Court of Appeals (2-9-25) (3rd District),Undervotes,174,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For Judge of the Court of Appeals (2-9-25) (3rd District),Contest Totals,385,,tally
2024 General Election,2024-11-05,0012,Lima 3B,For County Commissioner (1-2-25),Rep Cory Noonan,209,100.00%,choice
