election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0034,American C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,18,tally,
2026 Primary Election,2026-05-05,0034,American C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,116,tally,
2026 Primary Election,2026-05-05,0035,American D,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,37,choice,no
2026 Primary Election,2026-05-05,0035,American D,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,37,tally,
2026 Primary Election,2026-05-05,0035,American D,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0035,American D,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,6,tally,
2026 Primary Election,2026-05-05,0035,American D,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,43,tally,
2026 Primary Election,2026-05-05,0036,American E,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,61,choice,no
2026 Primary Election,2026-05-05,0036,American E,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,61,tally,
2026 Primary Election,2026-05-05,0036,American E,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0036,American E,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,8,tally,
2026 Primary Election,2026-05-05,0036,American E,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,69,tally,
2026 Primary Election,2026-05-05,0037,American F,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,57,choice,no
2026 Primary Election,2026-05-05,0037,American F,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,57,tally,
2026 Primary Election,2026-05-05,0037,American F,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0037,American F,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,13,tally,
2026 Primary Election,2026-05-05,0037,American F,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,70,tally,
2026 Primary Election,2026-05-05,0038,American G,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,143,choice,no
2026 Primary Election,2026-05-05,0038,American G,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,143,tally,
2026 Primary Election,2026-05-05,0038,American G,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0038,American G,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,23,tally,
2026 Primary Election,2026-05-05,0038,American G,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,166,tally,
2026 Primary Election,2026-05-05,0039,American H,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,98,choice,no
2026 Primary Election,2026-05-05,0039,American H,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,98,tally,
2026 Primary Election,2026-05-05,0039,American H,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0039,American H,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,17,tally,
2026 Primary Election,2026-05-05,0039,American H,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,115,tally,
2026 Primary Election,2026-05-05,0040,American I,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,141,choice,no
2026 Primary Election,2026-05-05,0040,American I,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,141,tally,
2026 Primary Election,2026-05-05,0040,American I,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0040,American I,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,27,tally,
2026 Primary Election,2026-05-05,0040,American I,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,168,tally,
2026 Primary Election,2026-05-05,0041,American J,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,132,choice,no
2026 Primary Election,2026-05-05,0041,American J,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,132,tally,
2026 Primary Election,2026-05-05,0041,American J,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0041,American J,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,28,tally,
2026 Primary Election,2026-05-05,0041,American J,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,160,tally,
2026 Primary Election,2026-05-05,0042,American K,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,62,choice,no
2026 Primary Election,2026-05-05,0042,American K,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,62,tally,
2026 Primary Election,2026-05-05,0042,American K,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0042,American K,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,12,tally,
2026 Primary Election,2026-05-05,0042,American K,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,74,tally,
2026 Primary Election,2026-05-05,0043,American L,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,54,choice,no
2026 Primary Election,2026-05-05,0043,American L,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,54,tally,
2026 Primary Election,2026-05-05,0043,American L,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0043,American L,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0043,American L,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,64,tally,
2026 Primary Election,2026-05-05,0044,Harrod,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,35,choice,no
2026 Primary Election,2026-05-05,0044,Harrod,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,35,tally,
2026 Primary Election,2026-05-05,0044,Harrod,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0044,Harrod,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0044,Harrod,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,37,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,119,choice,no
2026 Primary Election,2026-05-05,0045,Auglaize A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,119,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,15,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,134,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,123,choice,no
2026 Primary Election,2026-05-05,0046,Auglaize B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,123,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,10,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,133,tally,
2026 Primary Election,2026-05-05,0047,Bath A,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,139,choice,no
2026 Primary Election,2026-05-05,0047,Bath A,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,139,tally,
2026 Primary Election,2026-05-05,0047,Bath A,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0047,Bath A,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,42,tally,
2026 Primary Election,2026-05-05,0047,Bath A,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,181,tally,
2026 Primary Election,2026-05-05,0048,Bath B,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,204,choice,no
2026 Primary Election,2026-05-05,0048,Bath B,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,204,tally,
2026 Primary Election,2026-05-05,0048,Bath B,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0048,Bath B,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,42,tally,
2026 Primary Election,2026-05-05,0048,Bath B,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,246,tally,
2026 Primary Election,2026-05-05,0049,Bath C,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,166,choice,no
2026 Primary Election,2026-05-05,0049,Bath C,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,166,tally,
2026 Primary Election,2026-05-05,0049,Bath C,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0049,Bath C,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,40,tally,
2026 Primary Election,2026-05-05,0049,Bath C,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,206,tally,
2026 Primary Election,2026-05-05,0050,Bath D,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,162,choice,no
2026 Primary Election,2026-05-05,0050,Bath D,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,162,tally,
2026 Primary Election,2026-05-05,0050,Bath D,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0050,Bath D,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,36,tally,
2026 Primary Election,2026-05-05,0050,Bath D,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,198,tally,
2026 Primary Election,2026-05-05,0051,Bath E,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,44,choice,no
2026 Primary Election,2026-05-05,0051,Bath E,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,44,tally,
2026 Primary Election,2026-05-05,0051,Bath E,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0051,Bath E,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0051,Bath E,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,49,tally,
2026 Primary Election,2026-05-05,0052,Bath F,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,159,choice,no
2026 Primary Election,2026-05-05,0052,Bath F,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,159,tally,
2026 Primary Election,2026-05-05,0052,Bath F,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0052,Bath F,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,32,tally,
2026 Primary Election,2026-05-05,0052,Bath F,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,191,tally,
2026 Primary Election,2026-05-05,0053,Bath G,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,126,choice,no
2026 Primary Election,2026-05-05,0053,Bath G,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,126,tally,
2026 Primary Election,2026-05-05,0053,Bath G,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0053,Bath G,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,24,tally,
2026 Primary Election,2026-05-05,0053,Bath G,"For Member of State Central Committee, Man (12th District)",no,Contest Total,Contest Total,150,tally,
2026 Primary Election,2026-05-05,0054,Bath H,"For Member of State Central Committee, Man (12th District)",no,Keith Cheney,Keith Cheney,131,choice,no
2026 Primary Election,2026-05-05,0054,Bath H,"For Member of State Central Committee, Man (12th District)",no,Total Votes Cast,Total Votes Cast,131,tally,
2026 Primary Election,2026-05-05,0054,Bath H,"For Member of State Central Committee, Man (12th District)",no,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0054,Bath H,"For Member of State Central Committee, Man (12th District)",no,Undervotes,Undervotes,26,tally,
