election,election_date,precinct_code,precinct_name,contest,choice,votes,vote_pct,row_type
2019 General Election,2019-11-05,0001,Delphos 1A,STATISTICS,Ballots Cast - Total,186,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,STATISTICS,Ballots Cast - Blank,0,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Mayor - Delphos,Doug Mullenhour,155,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Mayor - Delphos,Total Votes Cast,155,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Mayor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Mayor - Delphos,Undervotes,31,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Mayor - Delphos,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Write-In Totals,25,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Not Valid,22,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Nichole Coil,3,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Not Assigned,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Total Votes Cast,25,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Undervotes,161,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For President of City Council - Delphos CITY OF DELPHOS,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Auditor - Delphos,Adam J. Kayser,154,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For City Auditor - Delphos,Total Votes Cast,154,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Auditor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Auditor - Delphos,Undervotes,32,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Auditor - Delphos,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Director of Law - Delphos,REP Andrew D. Knueve,153,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For City Director of Law - Delphos,Total Votes Cast,153,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Director of Law - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Director of Law - Delphos,Undervotes,33,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For City Director of Law - Delphos,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Joshua Bayliff,126,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Joseph Dray,109,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Write-In Totals,15,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Write-In: Not Valid,9,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Write-In: Scott Wiltsie,6,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Not Assigned,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Total Votes Cast,250,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Undervotes,308,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Council at Large - Delphos,Contest Totals,558,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Trustee - Marion,Jerry A. Gilden,163,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Trustee - Marion,Total Votes Cast,163,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Trustee - Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Trustee - Marion,Undervotes,23,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Trustee - Marion,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Fiscal Officer -Marion,Robert C. Kimmet,159,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Fiscal Officer -Marion,Total Votes Cast,159,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Fiscal Officer -Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Fiscal Officer -Marion,Undervotes,27,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Township Fiscal Officer -Marion,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Erika Illig,90,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Tony Wiechart,106,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Jamey Wisher,95,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Total Votes Cast,291,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Undervotes,81,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,For Member of Board of Education - Delphos,Contest Totals,372,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Jason A. Grogg,118,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Edward M. Weilacher,63,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Total Votes Cast,181,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Undervotes,5,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Contest Totals,186,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,For the Tax Levy,132,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Against the Tax Levy,53,,choice
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Total Votes Cast,185,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Undervotes,1,,tally
2019 General Election,2019-11-05,0001,Delphos 1A,UTE - For Member of Board of Education - Delphos,Contest Totals,186,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,STATISTICS,Ballots Cast - Total,188,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,STATISTICS,Ballots Cast - Blank,1,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Mayor - Delphos,Doug Mullenhour,152,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Mayor - Delphos,Total Votes Cast,152,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Mayor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Mayor - Delphos,Undervotes,36,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Mayor - Delphos,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Write-In Totals,12,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Not Valid,12,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Nichole Coil,0,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Not Assigned,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Total Votes Cast,12,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Undervotes,176,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For President of City Council - Delphos CITY OF DELPHOS,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Auditor - Delphos,Adam J. Kayser,163,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For City Auditor - Delphos,Total Votes Cast,163,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Auditor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Auditor - Delphos,Undervotes,25,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Auditor - Delphos,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Director of Law - Delphos,REP Andrew D. Knueve,171,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For City Director of Law - Delphos,Total Votes Cast,171,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Director of Law - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Director of Law - Delphos,Undervotes,17,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For City Director of Law - Delphos,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Joshua Bayliff,128,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Joseph Dray,109,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Write-In Totals,7,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Write-In: Not Valid,5,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Write-In: Scott Wiltsie,2,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Not Assigned,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Total Votes Cast,244,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Undervotes,320,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Council at Large - Delphos,Contest Totals,564,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Trustee - Marion,Jerry A. Gilden,161,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Trustee - Marion,Total Votes Cast,161,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Trustee - Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Trustee - Marion,Undervotes,27,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Trustee - Marion,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Fiscal Officer -Marion,Robert C. Kimmet,162,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Fiscal Officer -Marion,Total Votes Cast,162,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Fiscal Officer -Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Fiscal Officer -Marion,Undervotes,26,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Township Fiscal Officer -Marion,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Erika Illig,94,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Tony Wiechart,106,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Jamey Wisher,105,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Total Votes Cast,305,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Undervotes,71,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,For Member of Board of Education - Delphos,Contest Totals,376,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Jason A. Grogg,132,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Edward M. Weilacher,44,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Total Votes Cast,176,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Undervotes,12,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Contest Totals,188,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,For the Tax Levy,149,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Against the Tax Levy,36,,choice
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Total Votes Cast,185,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Undervotes,3,,tally
2019 General Election,2019-11-05,0002,Delphos 1B,UTE - For Member of Board of Education - Delphos,Contest Totals,188,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,STATISTICS,Ballots Cast - Total,153,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,STATISTICS,Ballots Cast - Blank,0,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Mayor - Delphos,Doug Mullenhour,137,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Mayor - Delphos,Total Votes Cast,137,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Mayor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Mayor - Delphos,Undervotes,16,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Mayor - Delphos,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Write-In Totals,17,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Not Valid,11,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Nichole Coil,6,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Not Assigned,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Total Votes Cast,17,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Undervotes,136,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For President of City Council - Delphos CITY OF DELPHOS,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Auditor - Delphos,Adam J. Kayser,137,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For City Auditor - Delphos,Total Votes Cast,137,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Auditor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Auditor - Delphos,Undervotes,16,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Auditor - Delphos,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Director of Law - Delphos,REP Andrew D. Knueve,133,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For City Director of Law - Delphos,Total Votes Cast,133,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Director of Law - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Director of Law - Delphos,Undervotes,20,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For City Director of Law - Delphos,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Joshua Bayliff,101,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Joseph Dray,92,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Write-In Totals,11,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Write-In: Not Valid,7,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Write-In: Scott Wiltsie,4,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Not Assigned,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Total Votes Cast,204,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Undervotes,255,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Council at Large - Delphos,Contest Totals,459,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Trustee - Marion,Jerry A. Gilden,135,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Trustee - Marion,Total Votes Cast,135,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Trustee - Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Trustee - Marion,Undervotes,18,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Trustee - Marion,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Fiscal Officer -Marion,Robert C. Kimmet,133,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Fiscal Officer -Marion,Total Votes Cast,133,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Fiscal Officer -Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Fiscal Officer -Marion,Undervotes,20,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Township Fiscal Officer -Marion,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Erika Illig,72,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Tony Wiechart,83,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Jamey Wisher,86,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Total Votes Cast,241,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Undervotes,65,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,For Member of Board of Education - Delphos,Contest Totals,306,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Jason A. Grogg,95,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Edward M. Weilacher,48,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Total Votes Cast,143,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Undervotes,10,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Contest Totals,153,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,For the Tax Levy,116,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Against the Tax Levy,32,,choice
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Total Votes Cast,148,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Undervotes,5,,tally
2019 General Election,2019-11-05,0003,Delphos 2A,UTE - For Member of Board of Education - Delphos,Contest Totals,153,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,STATISTICS,Ballots Cast - Total,54,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,STATISTICS,Ballots Cast - Blank,0,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Mayor - Delphos,Doug Mullenhour,50,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Mayor - Delphos,Total Votes Cast,50,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Mayor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Mayor - Delphos,Undervotes,4,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Mayor - Delphos,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Write-In Totals,6,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Not Valid,4,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Write-In: Nichole Coil,2,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Not Assigned,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Total Votes Cast,6,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Undervotes,48,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For President of City Council - Delphos CITY OF DELPHOS,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Auditor - Delphos,Adam J. Kayser,51,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For City Auditor - Delphos,Total Votes Cast,51,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Auditor - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Auditor - Delphos,Undervotes,3,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Auditor - Delphos,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Director of Law - Delphos,REP Andrew D. Knueve,49,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For City Director of Law - Delphos,Total Votes Cast,49,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Director of Law - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Director of Law - Delphos,Undervotes,5,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For City Director of Law - Delphos,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Joshua Bayliff,39,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Joseph Dray,37,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Write-In Totals,3,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Write-In: Not Valid,2,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Write-In: Scott Wiltsie,1,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Not Assigned,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Total Votes Cast,79,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Undervotes,83,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Council at Large - Delphos,Contest Totals,162,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Trustee - Marion,Jerry A. Gilden,51,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Trustee - Marion,Total Votes Cast,51,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Trustee - Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Trustee - Marion,Undervotes,3,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Trustee - Marion,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Fiscal Officer -Marion,Robert C. Kimmet,52,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Fiscal Officer -Marion,Total Votes Cast,52,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Fiscal Officer -Marion,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Fiscal Officer -Marion,Undervotes,2,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Township Fiscal Officer -Marion,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Erika Illig,33,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Tony Wiechart,33,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Jamey Wisher,31,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Total Votes Cast,97,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Undervotes,11,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,For Member of Board of Education - Delphos,Contest Totals,108,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Jason A. Grogg,38,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Edward M. Weilacher,15,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Total Votes Cast,53,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Undervotes,1,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Contest Totals,54,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,For the Tax Levy,46,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Against the Tax Levy,7,,choice
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Total Votes Cast,53,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Overvotes,0,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Undervotes,1,,tally
2019 General Election,2019-11-05,0004,Delphos 2B,UTE - For Member of Board of Education - Delphos,Contest Totals,54,,tally
2019 General Election,2019-11-05,0005,Lima 1A,STATISTICS,Ballots Cast - Total,107,,choice
